Starting instrumented solve...
Solve Time: 0.6994s
Residual Calls: 1
Jacobian Calls: 5
Success: True
         829327 function calls (806698 primitive calls) in 1.149 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1009    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.001    0.001 symbolic.py:1(<module>)
     3891    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _osx_support.py:438(customize_config_vars)
      888    0.000    0.000    0.001    0.000 enum.py:720(__call__)
     1662    0.000    0.000    0.001    0.000 typing.py:1161(_is_dunder)
     1481    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      149    0.000    0.000    0.001    0.000 enum.py:390(__setitem__)
      197    0.001    0.000    0.001    0.000 _array_api.py:690(_make_sphinx_capabilities)
        1    0.000    0.000    0.001    0.001 _sketches.py:1(<module>)
      555    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
       16    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 _lbfgsb_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _compat.py:1(<module>)
     2803    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _numdiff.py:1(<module>)
      702    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
     1120    0.000    0.000    0.001    0.000 _docscrape.py:491(_str_section)
        1    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
      280    0.000    0.000    0.001    0.000 _docscrape.py:499(_str_see_also)
     2803    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      930    0.001    0.000    0.001    0.000 _array_api.py:684(__str__)
        1    0.000    0.000    0.001    0.001 fft.py:1(<module>)
     1286    0.000    0.000    0.001    0.000 _docscrape.py:49(read)
        3    0.000    0.000    0.001    0.000 _typing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pydoc.py:1(<module>)
      690    0.001    0.000    0.001    0.000 enum.py:1543(_get_value)
        1    0.000    0.000    0.001    0.001 least_squares.py:1(<module>)
     8444    0.001    0.000    0.001    0.000 _docscrape.py:153(__getitem__)
        1    0.000    0.000    0.001    0.001 _decomp_ldl.py:1(<module>)
        5    0.000    0.000    0.001    0.000 _coo.py:32(__init__)
       51    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1689(path_hook_for_FileFinder)
     4210    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        7    0.000    0.000    0.001    0.000 __init__.py:174(search)
     1908    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.001    0.001 auxfuncs.py:1(<module>)
      202    0.000    0.000    0.001    0.000 inspect.py:3029(__init__)
      575    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        2    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
     2590    0.000    0.000    0.001    0.000 _docscrape.py:403(<genexpr>)
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
       51    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
     1286    0.000    0.000    0.001    0.000 _docscrape.py:16(strip_blank_lines)
     1009    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _osx_support.py:178(_supports_universal_builds)
     3216    0.000    0.000    0.001    0.000 _parser.py:256(match)
        1    0.000    0.000    0.001    0.001 _osx_support.py:117(_get_system_version_tuple)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
      296    0.001    0.000    0.001    0.000 {method 'expandtabs' of 'str' objects}
      200    0.000    0.000    0.001    0.000 __init__.py:164(match)
      139    0.001    0.000    0.001    0.000 <frozen _collections_abc>:469(__new__)
        1    0.000    0.000    0.001    0.001 _array_api_compat_vendor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _osx_support.py:86(_get_system_version)
      539    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        5    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
     1420    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
        5    0.000    0.000    0.001    0.000 warnings.py:133(filterwarnings)
        1    0.000    0.000    0.001    0.001 platform.py:1(<module>)
      575    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
     1009    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
      321    0.000    0.000    0.001    0.000 function_base.py:488(_add_docstring)
     1009    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
      572    0.000    0.000    0.001    0.000 _combaero_editable.py:133(find_spec)
     2612    0.000    0.000    0.001    0.000 _parser.py:164(__len__)
        3    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
        1    0.000    0.000    0.001    0.001 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        3    0.000    0.000    0.001    0.000 feedparser.py:216(_parsegen)
      555    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.001    0.001 _nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:208(_inner_deprecate_positional_args)
        1    0.000    0.000    0.000    0.000 equality_constrained_sqp.py:1(<module>)
      594    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 species.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _coo.py:349(tocsr)
     2572    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      541    0.000    0.000    0.000    0.000 _compiler.py:403(_simple)
     4387    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
      109    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
     4387    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 combustion_result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:537(_init_posix)
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
      378    0.000    0.000    0.000    0.000 _docscrape.py:303(parse_item_name)
       25    0.000    0.000    0.000    0.000 dtypes.py:30(_add_dtype_helper)
        2    0.000    0.000    0.000    0.000 typing.py:747(Optional)
       12    0.000    0.000    0.000    0.000 typing.py:1589(copy_with)
        1    0.000    0.000    0.000    0.000 _compressed.py:1(<module>)
       69    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
      838    0.000    0.000    0.000    0.000 _docscrape.py:28(__init__)
       25    0.000    0.000    0.000    0.000 auxfuncs.py:610(l_or)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:2888(__new__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:1(<module>)
     1230    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       10    0.000    0.000    0.000    0.000 extras.py:248(__init__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       10    0.000    0.000    0.000    0.000 extras.py:252(getdoc)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:1(<module>)
      361    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.000    0.000 getlimits.py:164(_register_known_types)
        2    0.000    0.000    0.000    0.000 sysconfig.py:636(get_path)
        2    0.000    0.000    0.000    0.000 sysconfig.py:624(get_paths)
        1    0.000    0.000    0.000    0.000 decimal.py:1(<module>)
       30    0.000    0.000    0.000    0.000 typing.py:1074(_generic_class_getitem)
     2020    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
      480    0.000    0.000    0.000    0.000 typing.py:166(_type_convert)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:27(_parse_docstrings)
        2    0.000    0.000    0.000    0.000 sysconfig.py:271(_expand_vars)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
     1593    0.000    0.000    0.000    0.000 _docscrape.py:457(_str_indent)
        1    0.000    0.000    0.000    0.000 _array_api_override.py:1(<module>)
       20    0.000    0.000    0.000    0.000 _base.py:1525(_get_index_dtype)
     1304    0.000    0.000    0.000    0.000 _docscrape.py:454(_str_header)
      696    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
     1617    0.000    0.000    0.000    0.000 _parser.py:293(tell)
      448    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 __init__.py:436(PercentStyle)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:1417(copy_with)
     6313    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
        2    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
      887    0.000    0.000    0.000    0.000 enum.py:1128(__new__)
      477    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:647(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method posix.read}
        2    0.000    0.000    0.000    0.000 sysconfig.py:188(_safe_realpath)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:423(realpath)
       20    0.000    0.000    0.000    0.000 _sputils.py:264(get_index_dtype)
       59    0.000    0.000    0.000    0.000 __init__.py:757(normalize)
      644    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
       13    0.000    0.000    0.000    0.000 typing.py:1855(__new__)
      230    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       58    0.000    0.000    0.000    0.000 __init__.py:675(joinpath)
     2014    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      4/2    0.000    0.000    0.000    0.000 <frozen posixpath>:432(_joinrealpath)
        1    0.000    0.000    0.000    0.000 __init__.py:454(_mac_os_check)
        1    0.000    0.000    0.000    0.000 _rotation.py:2681(Slerp)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1571(__init__)
      156    0.000    0.000    0.000    0.000 typing.py:1640(__hash__)
      594    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      122    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
      137    0.000    0.000    0.000    0.000 _internal.py:889(_ufunc_doc_signature_formatter)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
       83    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     1842    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
     1894    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
      301    0.000    0.000    0.000    0.000 typing.py:1205(__getattr__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method _io.open}
      139    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        6    0.000    0.000    0.000    0.000 getlimits.py:34(__init__)
      280    0.000    0.000    0.000    0.000 _docscrape.py:591(get_func)
      280    0.000    0.000    0.000    0.000 _docscrape.py:531(_str_index)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:453(get_makefile_filename)
     2030    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      668    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 _util.py:524(getfullargspec_no_self)
        5    0.000    0.000    0.000    0.000 _version.py:55(__init__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
       83    0.000    0.000    0.000    0.000 inspect.py:3097(replace)
       16    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      477    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
      172    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:442(polyfit)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 solver.py:569(_propagate_states)
        1    0.000    0.000    0.000    0.000 __init__.py:811(read_text)
     2036    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:1034(_find_new_)
        1    0.000    0.000    0.000    0.000 solver.py:105(_build_residual_scales)
       29    0.000    0.000    0.000    0.000 functools.py:521(decorating_function)
     1017    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       32    0.000    0.000    0.000    0.000 typing.py:892(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:1550(__or__)
     1370    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       59    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
      964    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:129(get_object_signature)
        1    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 pathlib.py:1022(read_text)
        5    0.000    0.000    0.000    0.000 typing.py:1288(__or__)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
      720    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      539    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
